n,m,phi_n,e_m,ratio,deviation,deviation_pct
202,97.20478866203979,1.6424922554884442e+42,1.6424922554882576e+42,1.0000000000001137,1.1368683772161603e-13,1.1368683772161603e-11
144,69.29450280858279,1.242282009792678e+30,1.2422820097925368e+30,1.0000000000001137,1.1368683772161603e-13,1.1368683772161603e-11
157,75.55025653435763,6.472313115116415e+32,6.4723131151156785e+32,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
152,73.14419740905961,5.836081095190331e+31,5.836081095189667e+31,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
182,87.58055216084772,1.0858017205436264e+38,1.0858017205435029e+38,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
143,68.81329098352319,7.677725056644052e+29,7.677725056643178e+29,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
163,78.43752748471525,1.1614094642430227e+34,1.1614094642428906e+34,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
166,79.88116295989406,4.9198094402450475e+34,4.919809440244488e+34,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
200,96.24236501192058,6.273762153381103e+41,6.27376215338039e+41,1.000000000000114,1.1390888232654106e-13,1.1390888232654106e-11
5,2.4000000000000004,11.090169943749475,11.023176380641607,1.0060775189287108,0.006077518928710779,0.6077518928710779
